id,created_at,kind,case_type,severity,status,pickup_zone_id,pickup_name,pickup_ref,pickup_lat,pickup_lng,hospital_id,assigned_vehicle_id,assigned_driver_id,distance_km,eta_to_pickup_min,eta_min,patients_count,event_tag,source,synthetic
SIM-002372,2021-09-11T14:07:23.067Z,fire,,Normal,COMPLETED,zone-factory,Factory Main Gate,loc-gate,22.771,86.208,,sim-veh-factory-fire-3,sim-drv-factory-3,0.94,1.7,1.7,1,INDUSTRIAL_FIRE_RISK,SIM_SEED,True
SIM-001526,2024-12-22T17:32:53.483Z,fire,,Critical,COMPLETED,zone-sakchi,Keenan Stadium,loc-keenan,22.7997,86.1986,,sim-veh-sakchi-fire-2,sim-drv-sakchi-2,1.3,2.1,2.1,1,,SIM_SEED,True
SIM-006301,2023-10-21T09:42:32.029Z,blood,,Urgent,COMPLETED,zone-factory,Burma Mines,loc-burma,22.7669,86.2026,,sim-veh-factory-amb-1,sim-drv-factory-1,0.55,1.6,1.3,1,,SIM_SEED,True
SIM-002857,2025-09-08T13:48:29.893Z,medical,Cardiac,Normal,COMPLETED,zone-kadma,Millennium Eco Garden,loc-millennium-eco-garden,22.7972,86.1701,hosp-subarnarekha-super-speciality-,sim-veh-kadma-amb-3,sim-drv-kadma-3,1.38,1.8,3,1,,SIM_SEED,True
SIM-005029,2024-03-26T19:03:41.119Z,medical,Maternity,Critical,COMPLETED,zone-kadma,Iron Valley Student Residence,loc-iron-valley-student-residence,22.7936,86.1737,hosp-subarnarekha-super-speciality-,sim-veh-kadma-amb-5,sim-drv-kadma-5,0.29,0.5,0.5,1,,SIM_SEED,True
SIM-004254,2025-08-12T18:12:01.455Z,medical,Pediatric,Normal,COMPLETED,zone-bistupur,Jamsetji Tata Scholars Residence,loc-jamsetji-tata-scholars-residen,22.7958,86.1802,hosp-subarnarekha-super-speciality-,sim-veh-bistupur-amb-5,sim-drv-bistupur-5,2.66,3.3,4.5,1,,SIM_SEED,True
SIM-001718,2023-11-28T18:36:18.377Z,medical,Trauma,Urgent,COMPLETED,zone-sonari,Subarnarekha Thermal Power Complex,loc-subarnarekha-thermal-power-com,22.7806,86.1586,hosp-subarnarekha-super-speciality-,sim-veh-sonari-amb-4,sim-drv-sonari-4,5.09,4.8,8.2,1,,SIM_SEED,True
SIM-002080,2024-03-17T15:55:14.642Z,medical,Trauma,Normal,COMPLETED,zone-sonari,Telco Colony,loc-telco,22.7847,86.1301,hosp-subarnarekha-super-speciality-,sim-veh-sonari-amb-1,sim-drv-sonari-1,13.55,19,28.7,4,,SIM_SEED,True
SIM-004546,2026-04-16T04:35:59.117Z,medical,Trauma,Urgent,COMPLETED,zone-bistupur,Beldih Club (Banquet),loc-beldih,22.8016,86.1902,hosp-tata-steel-advanced-multi-spec,sim-veh-bistupur-amb-2,sim-drv-bistupur-2,2.51,2.9,4.1,1,,SIM_SEED,True
SIM-008956,2026-04-23T07:26:46.165Z,blood,,Normal,COMPLETED,zone-factory,Burma Mines,loc-burma,22.7775,86.2164,,sim-veh-factory-amb-2,sim-drv-factory-2,1.28,2.8,2.4,1,,SIM_SEED,True
SIM-010752,2025-05-24T13:13:23.004Z,medical,Cardiac,Urgent,COMPLETED,zone-factory,Fuel Station Depot,loc-fuel,22.7776,86.2165,hosp-tata-steel-advanced-multi-spec,sim-veh-factory-amb-3,sim-drv-factory-3,4.83,8.9,5.5,1,,SIM_SEED,True
SIM-005069,2024-07-07T08:57:14.430Z,medical,Cardiac,Critical,COMPLETED,zone-factory,Blast Furnace Energy Station,loc-blast-furnace-energy-station,22.7692,86.211,hosp-subarnarekha-super-speciality-,sim-veh-factory-amb-6,sim-drv-factory-6,5.21,0.8,8.5,3,,SIM_SEED,True
SIM-005712,2023-08-04T18:35:40.899Z,medical,Trauma,Critical,COMPLETED,zone-sakchi,DBMS College,loc-dbms,22.7973,86.1964,hosp-sakchi-community-hospital,sim-veh-sakchi-amb-5,sim-drv-sakchi-5,2.68,8.2,6,1,,SIM_SEED,True
SIM-001937,2021-11-02T06:26:55.736Z,fire,,Urgent,COMPLETED,zone-factory,Factory Main Gate,loc-gate,22.771,86.208,,sim-veh-factory-fire-6,sim-drv-factory-6,0.98,1.8,1.8,1,INDUSTRIAL_FIRE_RISK,SIM_SEED,True
SIM-007239,2023-04-26T08:23:32.841Z,medical,Respiratory,Normal,COMPLETED,zone-factory,Fuel Station Depot,loc-fuel,22.7642,86.1991,hosp-millennium-women-s-care-clinic,sim-veh-factory-amb-5,sim-drv-factory-5,5.72,17.1,13.7,1,,SIM_SEED,True
SIM-000785,2023-09-12T18:45:18.741Z,medical,Cardiac,Urgent,COMPLETED,zone-bistupur,Bistupur Quarters,loc-bistupur,22.8012,86.1856,hosp-tata-steel-advanced-multi-spec,sim-veh-bistupur-amb-1,sim-drv-bistupur-1,0.63,0.5,1.3,1,,SIM_SEED,True
SIM-003508,2023-04-02T19:47:32.653Z,blood,,Normal,CANCELLED,zone-factory,Foundry Workers Enclave,loc-foundry-workers-enclave,22.7716,86.2086,hosp-foundry-area-medical-centre,sim-veh-factory-amb-5,sim-drv-factory-5,0.14,0.2,0.2,4,,SIM_SEED,True
SIM-003544,2025-06-04T08:52:37.892Z,medical,General,Normal,COMPLETED,zone-sonari,Sonari Quarters,loc-sonari,22.786,86.164,hosp-subarnarekha-skin-and-wellness,sim-veh-sonari-amb-5,sim-drv-sonari-5,1.8,2.7,3,1,,SIM_SEED,True
SIM-000938,2025-04-22T09:52:23.529Z,medical,Trauma,Normal,COMPLETED,zone-kadma,Kadma Quarters,loc-kadma,22.7942,86.1719,hosp-subarnarekha-super-speciality-,sim-veh-kadma-amb-4,sim-drv-kadma-4,0.93,1.4,1.8,1,,SIM_SEED,True
SIM-000717,2025-08-13T22:00:08.780Z,medical,General,Urgent,COMPLETED,zone-sonari,JRD Tata Sports Complex,loc-jrd,22.7746,86.1496,hosp-subarnarekha-skin-and-wellness,sim-veh-sonari-amb-3,sim-drv-sonari-3,8.65,11.4,15,3,,SIM_SEED,True
SIM-008999,2023-09-15T12:15:18.619Z,medical,General,Critical,COMPLETED,zone-kadma,Kadma Market,loc-kadmamkt,22.7995,86.1788,hosp-subarnarekha-super-speciality-,sim-veh-kadma-amb-1,sim-drv-kadma-1,1.75,3.9,2,1,,SIM_SEED,True
SIM-010552,2025-07-16T02:11:38.509Z,medical,Trauma,Urgent,COMPLETED,zone-sakchi,DBMS College,loc-dbms,22.8046,86.2058,hosp-subarnarekha-super-speciality-,sim-veh-sakchi-amb-5,sim-drv-sakchi-5,4.04,9.4,5.9,1,,SIM_SEED,True
SIM-004161,2023-02-26T03:02:56.638Z,medical,General,Urgent,COMPLETED,zone-bistupur,Bistupur Market,loc-bistmkt,22.802,86.187,hosp-township-maternity-clinic,sim-veh-bistupur-amb-2,sim-drv-bistupur-2,0.81,1.4,1.6,1,,SIM_SEED,True
SIM-010255,2025-05-31T22:37:10.782Z,medical,Pediatric,Critical,COMPLETED,zone-sonari,Sonari Aerodrome,loc-aerodrome,22.781,86.1576,hosp-subarnarekha-super-speciality-,sim-veh-sonari-amb-3,sim-drv-sonari-3,3.04,8.2,4.2,1,,SIM_SEED,True
SIM-005058,2023-03-21T13:22:18.831Z,medical,Cardiac,Critical,COMPLETED,zone-bistupur,Russi Modi Centre,loc-russi,22.7991,86.1901,hosp-tata-steel-advanced-multi-spec,sim-veh-bistupur-amb-4,sim-drv-bistupur-4,2.07,2.5,4.3,1,,SIM_SEED,True
SIM-007014,2025-11-24T09:11:16.946Z,medical,Respiratory,Normal,COMPLETED,zone-bistupur,Bistupur Quarters,loc-bistupur,22.7926,86.1745,hosp-iron-valley-children-s-clinic,sim-veh-bistupur-amb-3,sim-drv-bistupur-3,1.21,2.9,1.4,1,DIWALI_FIRE_SEASON,SIM_SEED,True
SIM-002619,2021-09-01T09:46:31.752Z,medical,Trauma,Normal,COMPLETED,zone-bistupur,Jubilee Green Gardens,loc-jubilee-green-gardens,22.7994,86.1886,hosp-tata-steel-advanced-multi-spec,sim-veh-bistupur-amb-5,sim-drv-bistupur-5,1.13,0.7,2,1,MONSOON_ROAD_TRAUMA,SIM_SEED,True
SIM-002069,2025-05-15T23:45:36.948Z,medical,Cardiac,Normal,COMPLETED,zone-bistupur,Jubilee Green Gardens,loc-jubilee-green-gardens,22.7994,86.1886,hosp-tata-steel-advanced-multi-spec,sim-veh-bistupur-amb-5,sim-drv-bistupur-5,2.2,2.4,3.6,2,,SIM_SEED,True
SIM-003175,2021-09-26T20:08:34.548Z,medical,Cardiac,Urgent,COMPLETED,zone-kadma,Mill Workers Welfare Colony,loc-mill-workers-welfare-colony,22.796,86.1713,hosp-subarnarekha-super-speciality-,sim-veh-kadma-amb-1,sim-drv-kadma-1,1,1.1,1.7,1,,SIM_SEED,True
SIM-008214,2024-07-26T18:51:40.392Z,medical,Trauma,Critical,COMPLETED,zone-sonari,Sonari Aerodrome,loc-aerodrome,22.7807,86.1571,hosp-sakchi-community-hospital,sim-veh-sonari-amb-1,sim-drv-sonari-1,6.11,12.9,7.6,1,,SIM_SEED,True
SIM-007479,2025-04-04T03:18:45.800Z,fire,,Critical,COMPLETED,zone-bistupur,JRD Tata Memorial Hostel,loc-jrd-tata-memorial-hostel,22.7967,86.1798,,sim-veh-bistupur-fire-5,sim-drv-bistupur-5,1.86,3.2,1.6,1,,SIM_SEED,True
SIM-010031,2024-08-23T08:27:54.290Z,fire,,Urgent,COMPLETED,zone-kadma,Mill Workers Welfare Colony,loc-mill-workers-welfare-colony,22.8004,86.18,,sim-veh-kadma-fire-2,sim-drv-kadma-2,4.16,8.4,5.4,1,,SIM_SEED,True
SIM-004155,2025-07-27T09:26:11.111Z,fire,,Normal,COMPLETED,zone-factory,Tata Workers Central Canteen,loc-tata-workers-central-canteen,22.768,86.2122,,sim-veh-factory-fire-4,sim-drv-factory-4,1.4,2.5,2.5,1,INDUSTRIAL_FIRE_RISK,SIM_SEED,True
SIM-006764,2025-05-02T12:31:41.323Z,fire,,Urgent,COMPLETED,zone-kadma,Annapurna Community Mess,loc-annapurna-community-mess,22.7981,86.177,,sim-veh-kadma-fire-2,sim-drv-kadma-2,0.9,2,1.5,1,,SIM_SEED,True
SIM-003597,2024-11-24T05:42:25.939Z,medical,Maternity,Critical,COMPLETED,zone-kadma,Sonari Blood Bank,loc-sonari-blood-bank,22.8,86.156,hosp-subarnarekha-super-speciality-,sim-veh-kadma-amb-3,sim-drv-kadma-3,3.96,3.7,7.3,1,,SIM_SEED,True
SIM-007852,2023-11-23T16:59:47.502Z,medical,General,Urgent,COMPLETED,zone-sonari,Sonari Quarters,loc-sonari,22.7806,86.157,hosp-township-maternity-clinic,sim-veh-sonari-amb-2,sim-drv-sonari-2,4.17,8.1,7.2,1,,SIM_SEED,True
SIM-007253,2023-03-22T13:03:51.679Z,medical,Maternity,Urgent,COMPLETED,zone-kadma,Kadma Quarters,loc-kadma,22.7889,86.165,hosp-subarnarekha-super-speciality-,sim-veh-kadma-amb-3,sim-drv-kadma-3,1.05,2.9,1.5,1,,SIM_SEED,True
SIM-001455,2024-10-09T10:27:23.451Z,medical,General,Normal,COMPLETED,zone-sakchi,DBMS College,loc-dbms,22.8061,86.2055,hosp-millennium-women-s-care-clinic,sim-veh-sakchi-amb-1,sim-drv-sakchi-1,1.89,2.8,3.2,1,,SIM_SEED,True
SIM-006819,2023-06-11T11:47:34.429Z,fire,,Urgent,COMPLETED,zone-kadma,Annapurna Community Mess,loc-annapurna-community-mess,22.7873,86.163,,sim-veh-kadma-fire-5,sim-drv-kadma-5,2.09,3.4,2.6,1,,SIM_SEED,True
SIM-009533,2025-06-28T08:51:27.800Z,medical,Trauma,Urgent,COMPLETED,zone-factory,Factory Main Gate,loc-gate,22.7657,86.2011,hosp-tata-steel-advanced-multi-spec,sim-veh-factory-amb-3,sim-drv-factory-3,5.2,15.7,9.8,1,,SIM_SEED,True
SIM-005673,2023-05-07T13:30:59.910Z,medical,Trauma,Normal,COMPLETED,zone-kadma,Kadma Market,loc-kadmamkt,22.7964,86.1748,hosp-tata-steel-advanced-multi-spec,sim-veh-kadma-amb-2,sim-drv-kadma-2,2.03,6.3,5.4,1,,SIM_SEED,True
SIM-003985,2025-04-07T19:55:13.655Z,medical,Cardiac,Critical,COMPLETED,zone-sonari,Sonari Quarters,loc-sonari,22.786,86.164,hosp-subarnarekha-super-speciality-,sim-veh-sonari-amb-1,sim-drv-sonari-1,2.15,1.6,4,4,,SIM_SEED,True
SIM-005121,2021-07-22T08:31:21.622Z,fire,,Critical,COMPLETED,zone-factory,Steel View Residential Colony,loc-steel-view-residential-colony,22.7752,86.205,,sim-veh-factory-fire-4,sim-drv-factory-4,1.03,2.2,2.2,1,INDUSTRIAL_FIRE_RISK,SIM_SEED,True
SIM-002659,2021-12-13T06:32:40.067Z,blood,,Normal,COMPLETED,zone-factory,Steel View Residential Colony,loc-steel-view-residential-colony,22.7752,86.205,hosp-steel-city-general-hospital,sim-veh-factory-amb-4,sim-drv-factory-4,1.76,3.4,3.4,1,,SIM_SEED,True
SIM-008342,2025-10-12T19:19:20.649Z,medical,Pediatric,Normal,COMPLETED,zone-sakchi,DBMS College,loc-dbms,22.8059,86.2076,hosp-jubilee-care-hospital,sim-veh-sakchi-amb-1,sim-drv-sakchi-1,3.63,9.1,7.1,1,DIWALI_FIRE_SEASON,SIM_SEED,True
SIM-005090,2022-03-24T16:24:37.342Z,medical,General,Urgent,COMPLETED,zone-sonari,Subarnarekha Riverfront Park,loc-subarnarekha-riverfront-park,22.7806,86.1586,hosp-subarnarekha-skin-and-wellness,sim-veh-sonari-amb-1,sim-drv-sonari-1,5.56,9.3,11.1,1,,SIM_SEED,True
SIM-004737,2023-07-15T04:47:00.460Z,medical,Trauma,Urgent,COMPLETED,zone-sakchi,Burma Mines,loc-burma,22.8051,86.2351,hosp-sakchi-community-hospital,sim-veh-sakchi-amb-3,sim-drv-sakchi-3,6.67,7.4,11.9,1,MONSOON_ROAD_TRAUMA,SIM_SEED,True
SIM-002335,2025-07-08T16:51:10.318Z,medical,Trauma,Normal,COMPLETED,zone-sonari,Sonari Quarters,loc-sonari,22.786,86.164,hosp-subarnarekha-super-speciality-,sim-veh-sonari-amb-1,sim-drv-sonari-1,4.41,6.2,8.8,1,MONSOON_ROAD_TRAUMA,SIM_SEED,True
SIM-010526,2025-01-29T20:07:58.636Z,medical,Pediatric,Critical,COMPLETED,zone-bistupur,Bistupur Quarters,loc-bistupur,22.7976,86.1809,hosp-iron-valley-children-s-clinic,sim-veh-bistupur-amb-2,sim-drv-bistupur-2,2.41,4.1,2.8,1,,SIM_SEED,True
SIM-009541,2023-07-14T16:35:17.999Z,blood,,Normal,CANCELLED,zone-factory,Fuel Station Depot,loc-fuel,22.7761,86.2147,,sim-veh-factory-amb-4,sim-drv-factory-4,1.19,2.3,1.6,1,,SIM_SEED,True
SIM-010894,2025-08-20T08:28:06.805Z,medical,Cardiac,Critical,COMPLETED,zone-factory,Factory Main Gate,loc-gate,22.7738,86.2117,hosp-subarnarekha-super-speciality-,sim-veh-factory-amb-5,sim-drv-factory-5,5.88,18.1,10.5,1,,SIM_SEED,True
SIM-003269,2021-08-18T13:55:57.107Z,medical,General,Critical,COMPLETED,zone-sakchi,Jubilee Park Hub,loc-jubilee,22.803,86.199,hosp-millennium-women-s-care-clinic,sim-veh-sakchi-amb-5,sim-drv-sakchi-5,2.25,2.7,3.9,1,,SIM_SEED,True
SIM-003605,2024-06-18T09:04:34.056Z,medical,Trauma,Normal,COMPLETED,zone-kadma,Mill Workers Welfare Colony,loc-mill-workers-welfare-colony,22.796,86.1713,hosp-subarnarekha-super-speciality-,sim-veh-kadma-amb-1,sim-drv-kadma-1,1.12,1.4,2.1,1,MONSOON_ROAD_TRAUMA,SIM_SEED,True
SIM-007924,2026-03-19T16:33:35.174Z,medical,Trauma,Critical,COMPLETED,zone-sonari,Sonari Quarters,loc-sonari,22.7933,86.1734,hosp-sakchi-community-hospital,sim-veh-sonari-amb-1,sim-drv-sonari-1,4.63,10.4,6,1,,SIM_SEED,True
SIM-002481,2023-06-18T07:21:03.600Z,medical,General,Normal,COMPLETED,zone-sonari,Kadma Blood Bank,loc-kadma-blood-bank,22.779,86.17,hosp-subarnarekha-skin-and-wellness,sim-veh-sonari-amb-2,sim-drv-sonari-2,5.1,8.6,10.3,1,,SIM_SEED,True
SIM-002009,2022-04-28T16:45:31.597Z,medical,Trauma,Urgent,COMPLETED,zone-sakchi,Jamsetji Tata Senior Secondary Academy,loc-jamsetji-tata-senior-secondary,22.8087,86.2027,hosp-sakchi-community-hospital,sim-veh-sakchi-amb-5,sim-drv-sakchi-5,2.37,1.8,3.9,1,,SIM_SEED,True
SIM-010978,2025-05-01T08:24:46.479Z,medical,Respiratory,Urgent,COMPLETED,zone-factory,Burma Mines,loc-burma,22.7627,86.1972,hosp-millennium-women-s-care-clinic,sim-veh-factory-amb-2,sim-drv-factory-2,6.14,18.2,8.9,1,,SIM_SEED,True
SIM-001290,2022-08-24T09:37:45.885Z,medical,Cardiac,Urgent,COMPLETED,zone-sonari,Subarnarekha Riverside Quarters,loc-subarnarekha-riverside-quarter,22.7818,86.1694,hosp-subarnarekha-super-speciality-,sim-veh-sonari-amb-1,sim-drv-sonari-1,5.07,7.8,10.7,1,,SIM_SEED,True
SIM-003366,2023-03-02T03:29:22.629Z,medical,Cardiac,Normal,COMPLETED,zone-bistupur,Jubilee Green Gardens,loc-jubilee-green-gardens,22.7994,86.1886,hosp-tata-steel-advanced-multi-spec,sim-veh-bistupur-amb-2,sim-drv-bistupur-2,1.29,1,2.3,1,,SIM_SEED,True
SIM-005843,2023-12-12T15:43:21.358Z,blood,,Urgent,COMPLETED,zone-kadma,Kadma Quarters,loc-kadma,22.8024,86.1826,,sim-veh-kadma-amb-2,sim-drv-kadma-2,3.93,7.8,6.1,1,,SIM_SEED,True
SIM-004689,2023-07-05T16:28:08.504Z,medical,Trauma,Critical,COMPLETED,zone-sonari,NIT Jamshedpur,loc-nit,22.7771,86.1449,hosp-subarnarekha-super-speciality-,sim-veh-sonari-amb-5,sim-drv-sonari-5,8.47,10.2,17.3,1,MONSOON_ROAD_TRAUMA,SIM_SEED,True
SIM-005145,2023-12-11T00:23:31.823Z,medical,Pediatric,Urgent,COMPLETED,zone-sonari,XLRI Jamshedpur,loc-xlri,22.7783,86.1442,hosp-iron-valley-children-s-clinic,sim-veh-sonari-amb-1,sim-drv-sonari-1,8.22,9,13.1,1,,SIM_SEED,True
SIM-007983,2026-04-03T14:28:02.705Z,fire,,Critical,COMPLETED,zone-bistupur,Jubilee Park Hub,loc-jubilee,22.8029,86.1878,,sim-veh-bistupur-fire-3,sim-drv-bistupur-3,1.06,2.1,1.1,1,,SIM_SEED,True
SIM-003905,2023-10-13T08:45:09.708Z,fire,,Normal,COMPLETED,zone-sakchi,Burma Mines,loc-burma,22.8051,86.2351,,sim-veh-sakchi-fire-1,sim-drv-sakchi-1,4.1,7.6,7.6,1,,SIM_SEED,True
SIM-006565,2026-01-03T05:24:22.211Z,fire,,Normal,CANCELLED,zone-sakchi,Sakchi Quarters,loc-sakchi,22.8083,86.2106,,sim-veh-sakchi-fire-3,sim-drv-sakchi-3,5.59,11.4,8.2,1,,SIM_SEED,True
SIM-003982,2022-06-11T10:39:41.080Z,medical,Maternity,Normal,COMPLETED,zone-sakchi,Sakchi Quarters,loc-sakchi,22.8045,86.2057,hosp-millennium-women-s-care-clinic,sim-veh-sakchi-amb-3,sim-drv-sakchi-3,0.89,0.9,1.6,1,,SIM_SEED,True
SIM-003402,2023-06-29T09:58:10.097Z,blood,,Urgent,COMPLETED,zone-bistupur,JRD Tata Cultural Auditorium,loc-jrd-tata-cultural-auditorium,22.7958,86.1802,hosp-subarnarekha-super-speciality-,sim-veh-bistupur-amb-3,sim-drv-bistupur-3,2.21,2.6,3.8,1,,SIM_SEED,True
SIM-010103,2025-07-06T13:14:27.640Z,medical,General,Urgent,COMPLETED,zone-sakchi,Sakchi Heritage Quarters,loc-sakchi-heritage-quarters,22.811,86.2142,hosp-township-maternity-clinic,sim-veh-sakchi-amb-4,sim-drv-sakchi-4,4.47,10.9,7.6,1,,SIM_SEED,True
SIM-001611,2023-11-06T10:50:41.496Z,medical,Trauma,Urgent,COMPLETED,zone-factory,Fuel Station Depot,loc-fuel,22.7732,86.2012,hosp-steel-city-general-hospital,sim-veh-factory-amb-4,sim-drv-factory-4,2.49,3.9,4.7,1,,SIM_SEED,True
SIM-000807,2026-04-06T03:25:42.591Z,medical,Pediatric,Normal,COMPLETED,zone-bistupur,Beldih Club (Banquet),loc-beldih,22.8016,86.1902,hosp-jubilee-care-hospital,sim-veh-bistupur-amb-3,sim-drv-bistupur-3,1.47,2.1,2.8,1,,SIM_SEED,True
SIM-010892,2024-09-13T08:01:32.214Z,blood,,Normal,COMPLETED,zone-bistupur,JRD Tata Memorial Hostel,loc-jrd-tata-memorial-hostel,22.809,86.1957,,sim-veh-bistupur-amb-1,sim-drv-bistupur-1,4.8,10.2,5.3,1,,SIM_SEED,True
SIM-010095,2025-07-05T06:33:23.054Z,medical,Pediatric,Normal,COMPLETED,zone-factory,Blue Furnace Township Residency,loc-blue-furnace-township-residency,22.7706,86.2075,hosp-iron-valley-children-s-clinic,sim-veh-factory-amb-1,sim-drv-factory-1,5.88,9.9,8.4,1,,SIM_SEED,True
SIM-008678,2026-05-18T04:23:26.696Z,fire,,Normal,COMPLETED,zone-bistupur,JRD Tata Memorial Hostel,loc-jrd-tata-memorial-hostel,22.8078,86.1942,,sim-veh-bistupur-fire-1,sim-drv-bistupur-1,2.8,6,4.9,1,,SIM_SEED,True
SIM-008229,2024-07-12T20:16:18.383Z,medical,Trauma,Critical,COMPLETED,zone-sakchi,Sakchi Quarters,loc-sakchi,22.7993,86.1989,hosp-steel-city-general-hospital,sim-veh-sakchi-amb-2,sim-drv-sakchi-2,3.34,7.9,6.4,1,,SIM_SEED,True
SIM-000747,2023-06-04T23:26:05.840Z,medical,General,Urgent,COMPLETED,zone-bistupur,Tata Main Hospital,loc-tmh,22.7868,86.1958,hosp-jubilee-care-hospital,sim-veh-bistupur-amb-3,sim-drv-bistupur-3,4.7,6.8,9.7,1,,SIM_SEED,True
SIM-005802,2024-04-04T08:23:01.315Z,medical,Trauma,Urgent,COMPLETED,zone-factory,Blue Furnace Township Residency,loc-blue-furnace-township-residency,22.7744,86.2125,hosp-tata-steel-advanced-multi-spec,sim-veh-factory-amb-3,sim-drv-factory-3,4.96,10.8,6.4,1,,SIM_SEED,True
SIM-000022,2022-01-16T14:00:01.175Z,medical,Respiratory,Normal,COMPLETED,zone-sonari,Subarnarekha Thermal Power Complex,loc-subarnarekha-thermal-power-com,22.7806,86.1586,hosp-subarnarekha-skin-and-wellness,sim-veh-sonari-amb-3,sim-drv-sonari-3,2.79,3,5.1,1,COVID_OMICRON_WAVE_2022,SIM_SEED,True
SIM-001280,2021-07-31T03:17:57.739Z,medical,Pediatric,Urgent,COMPLETED,zone-kadma,Kadma Market,loc-kadmamkt,22.7951,86.1722,hosp-subarnarekha-super-speciality-,sim-veh-kadma-amb-1,sim-drv-kadma-1,1.68,3.1,3.6,1,,SIM_SEED,True
SIM-000141,2022-07-19T20:39:33.384Z,medical,Trauma,Normal,COMPLETED,zone-sakchi,Mango Bus Stand,loc-mango,22.8331,86.2081,hosp-sakchi-community-hospital,sim-veh-sakchi-amb-2,sim-drv-sakchi-2,7.09,6.5,13.4,1,MONSOON_ROAD_TRAUMA,SIM_SEED,True
SIM-008978,2023-11-17T16:07:08.491Z,blood,,Urgent,COMPLETED,zone-sakchi,DBMS College,loc-dbms,22.804,86.2051,,sim-veh-sakchi-amb-2,sim-drv-sakchi-2,0.87,1.6,0.7,1,,SIM_SEED,True
SIM-003380,2025-08-05T23:57:57.329Z,fire,,Urgent,COMPLETED,zone-factory,Foundry Workers Enclave,loc-foundry-workers-enclave,22.7716,86.2086,,sim-veh-factory-fire-3,sim-drv-factory-3,0.3,0.6,0.6,1,INDUSTRIAL_FIRE_RISK,SIM_SEED,True
SIM-003968,2025-12-24T18:28:07.998Z,medical,General,Normal,COMPLETED,zone-sonari,Subarnarekha Riverside Quarters,loc-subarnarekha-riverside-quarter,22.7818,86.1694,hosp-subarnarekha-skin-and-wellness,sim-veh-sonari-amb-4,sim-drv-sonari-4,2.27,3.1,4.1,1,,SIM_SEED,True
SIM-006153,2025-10-07T21:50:43.892Z,medical,Cardiac,Urgent,COMPLETED,zone-sonari,Subarnarekha Riverside Quarters,loc-subarnarekha-riverside-quarters,22.7897,86.1688,hosp-subarnarekha-super-speciality-,sim-veh-sonari-amb-4,sim-drv-sonari-4,0.62,1.9,1.3,1,,SIM_SEED,True
SIM-002854,2021-12-02T18:57:31.347Z,fire,,Urgent,COMPLETED,zone-factory,Tata Township Energy Center,loc-tata-township-energy-center,22.774,86.2062,,sim-veh-factory-fire-5,sim-drv-factory-5,1.73,3.2,3.2,1,INDUSTRIAL_FIRE_RISK,SIM_SEED,True
SIM-005342,2025-04-09T18:28:15.393Z,medical,Trauma,Normal,COMPLETED,zone-sakchi,Golmuri Circle,loc-golmuri,22.8001,86.2201,hosp-sakchi-community-hospital,sim-veh-sakchi-amb-3,sim-drv-sakchi-3,2.84,3.7,5.5,1,,SIM_SEED,True
SIM-006969,2025-12-07T08:07:17.349Z,fire,,Normal,COMPLETED,zone-factory,Burma Mines,loc-burma,22.7677,86.2037,,sim-veh-factory-fire-3,sim-drv-factory-3,2.21,5.5,2.6,1,,SIM_SEED,True
SIM-008266,2025-10-02T15:43:28.861Z,fire,,Urgent,COMPLETED,zone-sonari,Sonari Quarters,loc-sonari,22.7911,86.1706,,sim-veh-sonari-fire-4,sim-drv-sonari-4,0.49,0.9,0.4,1,,SIM_SEED,True
SIM-004924,2025-09-28T18:52:40.313Z,medical,General,Urgent,COMPLETED,zone-sonari,Subarnarekha Riverside Quarters,loc-subarnarekha-riverside-quarter,22.7818,86.1694,hosp-subarnarekha-skin-and-wellness,sim-veh-sonari-amb-5,sim-drv-sonari-5,4.74,7,7.9,1,,SIM_SEED,True
SIM-008038,2025-05-16T08:09:35.604Z,blood,,Critical,COMPLETED,zone-bistupur,JRD Tata Memorial Hostel,loc-jrd-tata-memorial-hostel,22.8038,86.1889,,sim-veh-bistupur-amb-5,sim-drv-bistupur-5,4.88,13.4,12,1,,SIM_SEED,True
SIM-004354,2022-07-29T12:25:41.615Z,medical,General,Normal,CANCELLED,zone-sonari,Telco Colony,loc-telco,22.7847,86.1301,hosp-jrd-family-health-clinic,sim-veh-sonari-amb-5,sim-drv-sonari-5,11.72,15,20.5,1,,SIM_SEED,True
SIM-007095,2023-03-22T13:39:06.573Z,medical,Maternity,Urgent,COMPLETED,zone-kadma,Kadma Market,loc-kadmamkt,22.7861,86.1613,hosp-township-maternity-clinic,sim-veh-kadma-amb-2,sim-drv-kadma-2,3.14,8.6,6.7,1,,SIM_SEED,True
SIM-009707,2024-01-29T20:15:34.826Z,medical,Maternity,Normal,COMPLETED,zone-bistupur,Bistupur Quarters,loc-bistupur,22.7955,86.1782,hosp-subarnarekha-super-speciality-,sim-veh-bistupur-amb-1,sim-drv-bistupur-1,1.6,3.5,2.7,1,,SIM_SEED,True
SIM-008185,2024-07-24T21:22:53.910Z,medical,Trauma,Urgent,COMPLETED,zone-kadma,Annapurna Community Mess,loc-annapurna-community-mess,22.799,86.1781,hosp-sakchi-community-hospital,sim-veh-kadma-amb-2,sim-drv-kadma-2,4.05,9.6,7.9,1,,SIM_SEED,True
